"LineName"	"MaleParent"	"FemaleParent"
L66-0098	CP52-0001	CP48-0103
L67-0020	CP52-0015	L62-0071
L67-0046	CP62-0258	CP52-0068
L67-0064	CP52-0068	CP52-0015
L67-0074	CP52-0068	CP52-0015
L67-0084	CP52-0068	CP53-0023
L68-0003	CP59-0022	CP52-0068
L68-0004	CP59-0022	CP52-0068
L68-0006	CP59-0022	CP52-0068
L68-0011	CP59-0022	CP52-0068
L68-0018	CP53-0023	CP52-0068
L68-0020	CP53-0023	CP52-0068
L68-0022	CP53-0023	CP52-0068
L68-0024	CP53-0023	CP52-0068
L68-0054	CP52-0068	CP51-0024
L68-0062	CP52-0068	CP50-0052
L68-0064	CP52-0258	CP44-0101
L68-0067	CP59-0022	CP51-0024
L68-0071	CP59-0022	CP51-0024
L68-0080	CP59-0022	CP51-0024
L68-0087	CP52-0001	CP48-0103
L68-0089	CP52-0068	CP53-0023
L68-0100	CP59-0022	CP51-0024
L69-0002	CP52-0068	CP53-0005
L69-0009	CP52-0001	CP48-0103
L69-0019	CP51-0024	CP33-0224
L69-0025	CP52-0001	CP62-0221
L69-0026	CP52-0001	CP62-0221
L69-0031	CP48-0103	CP33-0224
L69-0039	CP52-0001	CP44-0155
L69-0042	CP52-0001	CP50-0041
L69-0044	CP52-0001	CP50-0041
L69-0047	CP52-0001	CP51-0024
L69-0049	CP52-0001	CP51-0024
L69-0062	CP48-0103	CP33-0224
L69-0064	CP59-0022	L61-0052
L69-0074	CP52-0068	CP48-0103
L69-0076	CP52-0068	CP48-0103
L69-0077	CP52-0068	CP53-0023
L69-0080	Co290	L62-0071
L69-0081	CP52-0068	P51-024
L69-0086	CP52-0068	P51-024
L69-0093	CP52-0068	CP48-0103
L69-0095	CP52-0068	CP48-0103
L69-0097	CP52-0068	CP48-0103
L69-0098	CP52-0068	CP53-0023
L70-0016	CP59-0022	CP51-0024
L70-0020	CP59-0022	CP51-0024
L70-0023	CP59-0022	CP51-0024
L70-0024	CP59-0022	CP51-0024
L70-0025	CP59-0022	CP51-0024
L70-0027	CP59-0022	CP51-0024
L70-0030	CP59-0022	CP51-0024
L70-0034	CP52-0068	L62-0096
L70-0047	CP52-0068	CP48-0103
L70-0051	CP61-0084	CP51-0021
L70-0062	CP52-0068	CP44-0155
L70-0065	L61-0043	CP51-0024
L70-0078	CP52-0001	CP48-0103
L70-0090	CP52-0068	L62-0096
L70-0098	CP52-0068	CP48-0103
L71-0005	CP61-0084	CP62-0258
L71-0008	CP61-0084	CP62-0258
L71-0020	CP52-0068	CP62-0258
L71-0024	CP52-0068	CP62-0258
L71-0029	CP52-0068	CP60-0016
L71-0034	CP53-0005	CP58-0048
L71-0035	CP61-0039	CP60-0016
L71-0038	CP52-0068	CP62-0258
L71-0047	CP52-0001	CP50-0023
L71-0050	CP52-0001	CP50-0023
L71-0053	CP52-0068	CP48-0103
L71-0064	L63-0023	L62-0096
L71-0065	L63-0023	L62-0096
L71-0078	CP48-0103	CP62-0258
L71-0094	L61-0067	CP62-0238
L72-0001	Co290	L62-0096
L72-0003	L61-0067	L62-0086
L72-0005	CP48-0103	L62-0096
L72-0009	CP48-0103	L62-0096
L72-0010	CP48-0103	L62-0096
L72-0017	CP59-0022	L62-0096
L72-0020	CP48-0103	L62-0096
L72-0027	L64-0030	CP62-0258
L72-0033	L64-0030	CP62-0258
L72-0035	CP48-0103	L62-0096
L72-0047	CP59-0022	L62-0096
L72-0050	CP59-0022	L62-0096
L72-0062	CP63-0321	L62-0086
L72-0071	CP59-0022	L62-0096
L72-0077	L62-0068	L62-0096
L72-0080	CP52-0001	L62-0068
L72-0085	CP52-0068	CP48-0103
L72-0092	CP63-0032	CP62-0086
L73-0001	CP52-0058	CP62-0258
L73-0007	CP52-0068	CP62-0258
L73-0032	CP64-0059	L62-0096
L73-0037	L61-0067	L62-0096
L73-0044	L64-0030	CP60-0016
L73-0045	CP55-0030	L62-0086
L73-0046	L64-0030	CP60-0016
L73-0052	L64-0067	L62-0068
L73-0056	CP52-0001	L62-0096
L73-0064	CP61-0039	CP50-0041
L74-0016	CP52-0058	L65-0069
L74-0023	L62-0069	L65-0069
L74-0027	CP66-0321	L62-0086
L74-0040	L62-0096	L65-0069
L74-0049	CP65-0357	L65-0069
L74-0050	CP65-0357	L65-0069
L74-0061	CP65-0357	L65-0069
L74-0070	CP66-0321	L62-0086
L74-0071	CP66-0321	L62-0086
L74-0072	CP61-0037	L65-0069
L74-0073	L61-0067	L65-0069
L74-0075	CP65-0357	L65-0069
L75-0002	CP65-0357	L65-0069
L75-0007	CP65-0357	L65-0069
L75-0010	CP65-0357	US66-56-7
L75-0011	CP65-0357	L65-0069
L75-0015	CP65-0357	L65-0069
L75-0016	L62-0096	CP70-0408
L75-0020	CP65-0357	L65-0069
L75-0024	CP65-0357	US66-56-7
L75-0030	CP65-0357	US66-56-7
L75-0033	CP65-0357	US66-56-7
L75-0040	CP59-0043	L65-0069
L75-0046	CP59-0043	L65-0069
L75-0047	CP48-0103	L66-0048
L75-0056	CP65-0357	L65-0069
L75-0063	CP66-0346	L65-0069
L76-0040	L62-0096	CP70-0408
L77-0002	L65-0069	CP68-0350
L77-0011	CP65-0357	CP66-0376
L77-0016	L62-0096	CP64-0388
L77-0023	CP70-0401	L65-0069
L77-0026	CP70-0401	L65-0069
L77-0032	CP65-0357	L65-0069
L77-0035	CP65-0357	L65-0069
L77-0037	CP65-0357	L65-0069
L77-0038	CP65-0357	L65-0069
L77-0043	CP65-0357	L65-0069
L77-0048	CP65-0357	L65-0069
L77-0050	CP65-0357	L65-0069
L78-0006	L63-0216	CP68-0361
L78-0007	L63-0216	CP68-0361
L78-0014	NCo310	L65-0069
L78-0021	L62-0069	CP68-0361
L78-0024	L62-0069	CP66-0380
L78-0025	CP61-0037	L62-0086
L78-0029	L60-0025	L65-0069
L78-0035	CP74-0385	L65-0069
L78-0056	CP61-0037	L62-0086
L78-0060	CP61-0037	L62-0086
L78-0063	CP72-0364	CP70-0321
L78-0067	CP59-0022	L65-0069
L79-0004	CP66-0346	L65-0069
L79-0006	CP52-0001	L65-0069
L79-0010	CP65-0357	BendasSel
L79-0012	CP66-0376	CP70-0300
L79-0013	L62-0096	CP68-0361
L79-0015	CP67-0411	CP70-0321
L79-0016	CP67-0411	CP70-0321
L79-0018	CP48-0103	CP57-0614
L79-0022	NCo310	L65-0069
L79-0027	CP67-0412	L65-0069
L79-0031	NCo310	CP69-0373
L79-0033	CP65-0357	US66-056-01
L79-0034	CP65-0357	CP69-0373
L79-0035	NCo310	CP66-0048
L79-1001	CP52-0068	Tainan
L79-1002	CP52-0068	Tainan
L79-1003		
L80-0002	CP44-0101	Tainan
L80-0004	L71-0094	L65-0069
L80-0008	CP70-0300	CP67-0412
L80-0010	CP70-0300	CP67-0412
L80-0011	L62-0096	L65-0069
L80-0013	CP64-0388	L65-0069
L80-0014		
L80-0017	CP48-0103	CP66-0376
L80-0022	CP66-0346	L65-0069
L80-0024	CP66-0346	L65-0069
L80-0035	CP48-0103	CP64-0388
L80-0036	CP48-0103	CP64-0388
L80-0038	CP48-0103	CP64-0388
L80-0040	L62-0096	CP71-0390
L80-0043	L62-0096	L72-0017
L80-0044	L62-0096	L72-0017
L80-0045	L72-0071	CP71-0390
L80-0046	CP66-0346	CP59-0043
L80-0049	CP65-0357	CP68-0361
L81-0001	L72-0009	CP67-0412
L81-0002		
L82-0040	CP70-0300	CP57-0614
L82-0042	L72-0009	CP67-0412
L82-0107	NCo310	CP70-0300
L82-0109	CP64-0388	L65-0069
L82-0110	L62-0096	CP64-0388
L82-0112	L72-0001	CP67-0412
L83-0144	CP70-0300	L65-0069
L83-0145	CP70-0300	L65-0069
L83-0175	CP72-0356	CP57-0614
L83-0177	CP73-0308	CP57-0614
L83-0181	CP50-0041	CP57-0614
L83-0183	CP52-0068	CP64-0388
L83-0186	CP52-0068	CP64-0388
L83-0193	CP73-0343	CP72-0355
L83-0194	L73-0001	CP57-0614
L83-0196	CP73-0308	CP57-0614
L84-0201	CP72-0355	CP70-0321
L84-0204	CP72-0355	CP70-0321
L84-0205	CP70-0300	L65-0069
L84-0208	CP52-0068	CP74-0383
L84-0209	CP71-0374	L66-0048
L84-0210	CP75-0360	CP70-0321
L84-0218	CP72-0356	L65-0069
L84-0223	CP52-0068	CP71-0313
L84-0224	CP71-0316	L62-0096
L84-0225	CP71-0316	L62-0096
L84-0226	CP71-0316	L62-0096
L84-0227	CP71-0316	L62-0096
L84-0228	CP67-0411	CP74-0383
L84-0229	L71-0078	CP70-0402
L84-0230	CP48-0103	CP68-0361
L84-0231	CP67-0411	CP74-0383
L84-0232	CP50-0041	L65-0069
L84-0234	CP71-0374	CP68-0361
L84-0235	CP66-0346	L65-0069
L84-0237	CP71-0316	L62-0096
L84-0238	L60-0025	CP33-0224
L84-0240	CP71-0374	CP68-0361
L84-0242	CP62-0258	CP69-0302
L84-0243	CP66-0315	L69-0074
L84-0244	L60-0025	CP69-0302
L84-0245	CP52-0068	CP71-0313
L84-0247		
L84-0250	L60-0025	CP33-0224
L84-0251	L70-0025	CP68-0361
L84-0252	CP70-0300	L65-0069
L84-0253	CP72-0355	L65-0069
L84-0254	L70-0025	CP68-0361
L84-0255	L75-0046	CP57-0614
L84-0256	CP72-0355	L65-0069
L84-0258	CP67-0412	L65-0069
L84-0261	L62-0096	CP57-0614
L84-0262	CP57-0614	L65-0069
L84-0263	CP67-0411	CP70-0321
L84-0264	CP72-0355	CP57-0614
L84-0265	CP66-0346	L65-0069
L84-0266	CP73-0350	CP57-0614
L84-0267	CP72-0356	L65-0069
L84-0268	CP48-0103	CP68-0361
L84-0269	CP72-0356	L65-0069
L84-0270	CP71-0374	CP68-0361
L84-0271	CP66-0315	L71-0053
L84-0273		
L84-0275	L75-0046	CP57-0614
L84-0276	CP67-0411	CP57-0614
L84-0278	CP73-0350	L65-0069
L84-0279	L75-0046	CP57-0614
L84-0280	L75-0056	CP57-0614
L84-0281	CP52-0068	CP71-0313
L84-0283	CP48-0103	CP68-0361
L84-0284	CP71-0316	L62-0096
L84-0285	CP71-0374	CP68-0361
L84-0286	CP71-0324	L71-0053
L84-0287	CP71-0316	L62-0096
L84-0288	CP66-0346	L62-0086
L84-0289	CP69-0302	CP62-0258
L84-0290	L62-0096	CP57-0614
L84-0291	CP67-0411	CP70-0321
L84-0292	CP67-0412	L65-0069
L85-0294	CP64-0388	L62-0086
L85-0313		
L85-0327	CP66-0315	CP66-0315
L85-0334	CP66-0315	L66-0098
L85-0353	CP65-0392	CP68-0350
L86-0439	US77-0009	L65-0069
L86Poly01		
L88-0028	CP70-0300	CP72-0355
L88-0030	CP65-0357	CP77-0402
L88-0032	CP72-0370	CP70-0321
L88-0037	CP65-0357	CP77-0402
L88-0040	CP65-0357	LCP81-0030
L88-0046	CP74-0383	CP70-0321
L88-0047	CP72-0370	L75-0002
L88-0049	CP72-0370	L75-0002
L88-0059	CP74-0383	LCP81-0030
L88-0060	CP78-0317	CP76-0301
L88-0063	CP70-0321	CP75-0308
L88-0066	CP65-0357	CP70-0321
L88-0069	LCP81-0010	L80-0045
L88-0070	CP73-0375	CP66-0346
L88-0072	CP79-0332	CP77-0310
L88-0073	CP78-0317	CP76-0301
L88-0075	CP76-0301	CP76-0301
L88-0080	CP72-0370	CP62-0258
L88-0083	CP72-0370	CP62-0258
L88-0086	CP70-0330	CP72-1312
L89-0094	LCP81-0023	L65-0069
L89-0095	CP78-0357	CP75-0308
L89-0096	CP78-0317	LCP81-0030
L89-0097	CP80-0313	CP70-0321
L89-0098	LCP81-0012	L65-0069
L89-0099	CP72-0370	L75-0002
L89-0100	CP78-0317	LCP81-0030
L89-0101	CP76-0351	CP77-0402
L89-0102	L80-0035	LCP81-0030
L89-0103	CP76-0351	CP77-0402
L89-0104	CP65-0357	CP72-2086
L89-0105	CP48-0103	CP75-1082
L89-0107	CP78-0317	CP72-2086
L89-0108	CP78-0317	CP72-2086
L89-0109	CP65-0357	US78-0020
L89-0110	CP65-0357	CP72-2086
L89-0111	LCP81-0005	LCP81-0030
L89-0112	CP72-0370	L75-0002
L89-0113	CP78-0317	LCP81-0030
L89-0114	LCP81-0005	LCP81-0030
L89-0115	LCP81-0005	LCP81-0030
L89-0116	CP70-0330	L75-0002
L89-0117	CP70-0330	L78-0063
L89-0118	CP65-0357	LCP81-0030
L89-0119	CP48-0103	CP67-0411
L89-0120	CP48-0103	CP67-0411
L89-0121	CP70-0300	LCP81-0030
L89-0122	CP76-0351	LCP81-0030
L89-0123	CP70-0330	L78-0063
L89-0124	CP65-0357	LCP81-0030
L89-0125	CP65-0357	LCP81-0030
L89-0126	CP65-0357	LCP81-0030
L89-0127	LCP81-0015	CP70-0321
L89-0128	CP79-0318	US80-0024
L89-0129	CP75-0360	CP76-0331
L89-0130	CP70-0300	LCP81-0030
L89-0131	CP72-2086	L75-0002
L89-0132	CP74-0383	LCP81-0030
L89-0133	CP48-0103	CP77-0310
L89-0134	CP72-0370	CP62-0258
L89-0135	CP52-0068	CP75-0308
L89-0136	CP65-0357	LCP81-0030
L89-0137	CP72-2086	L75-0002
L89-0138	CP48-0103	CP77-0310
L89-0139	L81-0001	CP77-0414
L89-0140		
L89-0141	CP78-0317	L78-0063
L89-0142	CP70-0300	LCP81-0030
L89-0143	CP79-0302	84P2
L89-0144	CP70-0321	CP62-0258
L89-0145	CP79-0302	84P2
L89-0146	CP70-0300	CP75-1082
L89-0147	CP72-0370	CP62-0258
L89-0148	CP65-0357	LCP81-0030
L89-0149	CP48-0103	CP77-0402
L89-0150	CP75-0308	CP70-0321
L89-0151	CP75-0308	CP70-0321
L89-0152	CP70-0330	CP76-0331
L89-0154	CP70-0330	CP72-0370
L89-0155	CP79-0348	CP72-0370
L89-0156	CP70-0300	CP72-1312
L89-0157	CP70-0330	CP72-0370
L89-0158	CP70-0330	CP67-0412
L89-0159	CP75-1322	CP77-0310
L89-0160	L75-0002	CP77-0310
L89-0161	CP76-0351	CP70-0321
L89-0162	L75-0002	CP77-0310
L89-0163	CP75-0308	CP70-0321
L90-0165	LCP82-0033	CP72-0355
L90-0169	CP79-0348	LCP81-0030
L90-0170		
L90-0171	CP74-0383	LCP81-0030
L90-0173	LCP82-0046	LCP81-0030
L90-0175		
L90-0176		
L90-0178	CP79-0311	LCP81-0030
L90-0179	LCP82-0058	CP70-0321
L90-0181	CP71-1240	CP72-0355
L90-0183	L80-0040	CP62-0258
L90-0185	CP65-0357	CP70-0321
L90-0187	CP79-0332	CP73-0351
L90-0188	CP52-0068	LCP81-0030
L90-0190	CP65-0357	CP67-0412
L90-0191	CP79-0318	LCP81-0030
L90-0194	CP78-0317	CP72-0355
L90-0195	CP52-0068	LCP81-0030
L90-0196	LCP82-0047	LCP81-0030
L90-0198	US77-0017	CP70-0321
L90-0199	CP78-0317	CP72-0355
L90-0200	LCP81-0012	LCP81-0030
L90-0203		
L90-0204	CP79-0332	CP62-0258
L90-0207	CP72-1210	CP73-0351
L90-0208		
L90-0210	CP77-0414	LCP81-0030
L90-0211	CP79-0332	CP70-0321
L90-0212	CP78-0317	CP72-0355
L90-0216	CP78-0357	LCP81-0030
L90-0218	CP79-0348	LCP81-0030
L90-0220	CP79-0332	CP73-0351
L90-0222		
L90-0223	CP80-0323	CP73-0351
L90-0224	CP72-2086	CP72-2086
L90-0225	LCP83-0163	CP77-0402
L90-0226	CP80-0351	CP76-0301
L90-0227		
L90-0228	LCP81-0012	CP73-0351
L91-0229	CP80-0313	86P2
L91-0230	LCP81-0005	LCP81-0030
L91-0232	CP75-0361	LCP81-0030
L91-0234	CP80-0313	86P4
L91-0240	LCP83-0119	LCP81-0030
L91-0248	CP81-0338	LCP81-0030
L91-0250	CP78-0317	LCP81-0030
L91-0252	CP72-0355	CP77-0310
L91-0253	CP72-0355	CP77-0310
L91-0254	CP79-0332	CP75-0308
L91-0255	CP73-0340	L86Poly01
L91-0256	CP73-0340	86P1
L91-0257	CP73-0340	86P1
L91-0258	CP72-0355	86P2
L91-0261	CP73-0345	CP77-0407
L91-0262	L83-0194	CP57-0614
L91-0264	CP73-0340	86P1
L91-0265	CP78-0317	L75-0056
L91-0266	L78-0063	86P4
L91-0267	CP72-0355	CP77-0310
L91-0268	CP72-0355	CP77-0310
L91-0271	LCP83-0154	86P4
L91-0272	CP83-0626	CP82-0520
L91-0273	CP81-0325	CP81-0325
L91-0274	CP77-0402	CP77-0402
L91-0275	CP79-0318	LCP82-0089
L91-0276	CP78-0357	CP77-0407
L91-0281	CP78-0317	LCP81-0030
L91-0282	CP78-0317	LCP81-0030
L91-0283	CP78-0317	CP76-0301
L91-0284	CP78-0317	LCP81-0030
L91-0285	CP65-0357	L84-0290
L91-0286	CP78-0317	LCP81-0030
L91-0287	CP70-0321	CP66-0346
L91-0288	CP78-0317	LCP81-0030
L91-0290	CP78-0317	CP73-0343
L91-113		
L92-0291	CP81-0338	CP76-0301
L92-0292	CP81-0338	CP76-0301
L92-0293	CP81-0332	LCP81-0010
L92-0295		
L92-0296	CP52-0068	CP62-0258
L92-0299	CP74-0383	LCP81-0030
L92-0301	LCP83-0137	CP80-0323
L92-0303	CP81-0338	CP76-0301
L92-0304	CP81-0338	CP76-0301
L92-0309	CP81-0338	LCP81-0030
L92-0310	CP81-0338	CP76-0301
L92-0311	L85-0294	L78-0035
L92-0312	CP81-0338	CP76-0301
L92-0313	CP72-0355	CP72-0355
L92-0315	CP78-0357	L75-0002
L92-0317	CP70-0300	US77-0010
L92-0318	LCP83-0153	LCP81-0030
L92-0319	LCP82-0073	LCP85-0371
L92-0321	CP70-0300	L78-0063
L92-0322	CP75-1322	CP77-0310
L92-0323	CP75-1322	CP77-0310
L92-0328	CP79-0332	CP77-0310
L92-0329	CP79-0332	CP77-0310
L92-0333	CP80-0356	CP78-0403
L92-0334	CP65-0357	CP77-0402
L92-0335	CP79-0318	LCP85-0371
L92-0337	L78-0063	87P2
L92-0342	CP72-0355	CP67-0412
L92-0349	LCP82-0033	CP77-0310
L92-0351	CP81-0338	CP76-0301
L92-0353	CP80-0352	CP72-0355
L92-0355	CP80-0323	CP73-0351
L92-0356	L78-0035	CP62-0258
L93-0358	CP79-0332	CP77-0310
L93-0359	CP76-0351	CP77-0407
L93-0360	LCP85-0384	CP80-0329
L93-0361	CP80-0328	CP70-0321
L93-0362	CP79-0332	CP72-0370
L93-0363	LCP85-0313	LCP85-0336
L93-0364	LCP85-0313	LCP85-0336
L93-0365	CP78-0304	CP72-2086
L93-0366	LCP85-0384	CP80-0329
L93-0367		
L93-0368	CP80-0328	CP70-0321
L93-0369	LCP85-0316	CP67-0412
L93-0371	LCP85-0307	CP84-0772
L93-0372	CP75-0327	LCP85-0336
L93-0373	CP65-0357	LCP81-0030
L93-0374	CP83-0644	LCP82-0089
L93-0375	CP79-0332	CP84-0722
L93-0376	CP75-0327	LCP85-0336
L93-0377	CP65-0357	LCP81-0030
L93-0378	LCP85-0313	LCP85-0336
L93-0379	CP74-0383	LCP85-0336
L93-0380		
L93-0381	LCP85-0384	LCP85-0336
L93-0382	LCP81-0005	CP74-2013
L93-0385	LCP82-0046	LCP81-0030
L93-0386	CP79-0332	L84-0290
L93-0387	CP74-0383	LCP85-0336
L93-0388	LCP85-0384	CP80-0329
L93-0389	CP52-0068	LCP81-0030
L93-0390	CP72-0370	LCP82-0047
L93-0391	CP79-0348	CP80-0323
L93-0392	CP79-0348	CP80-0323
L93-0393	CP80-0328	CP70-0321
L93-0394	CP79-0348	LCP81-0030
L93-0395		
L93-0396	CP79-0348	LCP81-0030
L93-0397	LCP81-0030	CP77-0310
L93-0398	LCP85-0384	CP80-0329
L93-0399	L84-0218	CP74-0383
L93-0400	LCP85-0384	CP80-0329
L93-0401	CP79-0348	LCP85-0384
L93-0402	CP75-0361	L84-0290
L94-0403	CP70-0330	CP83-0644
L94-0404	CP70-0321	CP79-0318
L94-0405	CP72-1312	CP74-0383
L94-0406	CP74-0383	CP83-0644
L94-0407	CP86-0915	CP73-0343
L94-0408	LCP85-0384	CP80-0323
L94-0409	CP78-0317	CP73-0343
L94-0410	CP83-0644	CP74-0383
L94-0411	HoCP85-0845	CP76-0331
L94-0412	CP77-0310	LCP81-0030
L94-0413	LCP85-0384	LCP85-0341
L94-0414	LCP85-0384	CP77-0310
L94-0415	CP78-0317	CP73-0343
L94-0416	CP65-0357	LCP82-0008
L94-0417	CP78-0317	CP73-0343
L94-0418	CP83-0644	CP74-0383
L94-0419	CP72-0356	CP77-0407
L94-0420	L84-0290	CP83-0644
L94-0421	LCP86-0450	LCP82-0089
L94-0422	LCP81-0010	LCP82-0089
L94-0423	LCP81-0010	LCP82-0089
L94-0424	LCP81-0010	LCP82-0089
L94-0425	LCP85-0384	LCP82-0089
L94-0426	CP81-0332	LCP81-0010
L94-0427	CP70-0330	CP86-0929
L94-0428	LCP81-0010	LCP82-0089
L94-0429	L84-0290	CP83-0644
L94-0430	CP86-0915	CP75-0330
L94-0431	LCP85-0384	LCP81-0030
L94-0432	LCP81-0010	LCP82-0089
L94-0433	LCP85-0384	LCP82-0089
L94-0434	CP79-0332	LCP85-0336
L94-0435	CP75-0361	CP73-0343
L94-0436	LCP82-0047	89P2
L94-0437	CP86-0915	CP75-0330
L94-0438	CP65-0357	LCP81-0030
L94-0439	CP81-0332	LCP81-0010
L94-0440	LCP86-0422	CP80-0313
L94-0441	US77-0017	LCP85-0336
L94-0442	CP76-0351	LCP81-0030
L94-0443	LCP81-0010	LCP82-0089
L94-0444	LCP81-0010	LCP82-0089
L94-0445	CP62-0258	LCP85-0336
L94-0446	CP65-0357	CP75-0330
L94-0447	CP52-0068	LCP85-0371
L95-0448	CP83-0644	CP57-0614
L95-0449	CP83-0644	CP57-0614
L95-0450	CP78-0357	LCP81-0010
L95-0451	LCP86-0429	LCP86-0395
L95-0452	LCP86-0429	LCP85-0384
L95-0453	LCP86-0429	LCP85-0384
L95-0455	LCP86-0429	LCP85-0384
L95-0456	LCP86-0429	LCP86-0402
L95-0457	LCP86-0408	CP70-0321
L95-0458	CP78-0317	LCP86-0402
L95-0459	CP70-0330	CP83-0644
L95-0460	LCP85-0336	90P3
L95-0461	LCP81-0015	LCP86-0402
L95-0462	LCP85-0384	LCP85-0336
L95-0463	unknown	unknown
L95-0464	CP72-0370	LCP85-0384
L95-0465	LCP86-0393	CP77-0310
L95-0466	CP75-0361	LCP85-0384
L95-0467	LCP86-0429	L88-0063
L95-0468	LCP86-0429	L88-0063
L95-0469	LCP86-0429	L88-0063
L95-0470	LCP81-0030	CP72-0370
L95-0471	LCP86-0420	L78-0063
L95-0472	LCP86-0420	L78-0063
L95-0473	CP76-0351	CP87-0618
L95-0474	CP75-0361	LCP85-0384
L95-0475	CP75-0361	LCP85-0384
L95-0476	CP75-0361	LCP85-0384
L95-0477	LCP85-0384	LCP85-0336
L95-0478	CP78-0357	CP80-0323
L95-0479	CP76-0331	LCP85-0384
L95-0480	LCP81-0030	LCP85-0376
L95-0481	LCP86-0429	LCP85-0384
L95-0482	CP76-0351	LCP85-0384
L95-0483	LCP81-0030	LCP85-0376
L95-0484	LCP86-0429	LCP85-0384
L95-0485	LCP85-0384	LCP85-0336
L95-0486	CP70-0330	CP83-0644
L95-0487	unknown	unknown
L95-0488	LCP86-0429	LCP85-0384
L95-0489	LCP86-0429	LCP85-0384
L95-0490	CP83-0644	CP77-0310
L95-0491	LCP85-0384	CP80-0313
L95-0492	CP72-0370	LCP85-0384
L95-0493	LCP81-0030	LCP82-0089
L95-0494	L88-0072	90P1
L95-0495	CP75-0361	LCP85-0384
L96-0001	LCP86-0408	LCP82-0089
L96-0002	LCP81-0010	LCP81-0030
L96-0003	CP83-0644	LCP82-0089
L96-0004	LCP86-0429	LCP86-0454
L96-0005	L89-0163	LCP85-0384
L96-0006	CP83-0644	LCP82-0089
L96-0007	CP72-0370	LCP81-0030
L96-0008	CP75-0361	LCP88-0091
L96-0009	CP83-0644	LCP82-0089
L96-0010	CP78-0357	LCP85-0384
L96-0011	CP78-0357	LCP85-0384
L96-0012	CP83-0644	LCP82-0089
L96-0013	CP83-0644	LCP82-0089
L96-0014	CP65-0357	HoCP85-0845
L96-0015	CP78-0357	LCP85-0384
L96-0016	L89-0163	LCP85-0384
L96-0017	L89-0163	LCP85-0384
L96-0018	CP83-0644	LCP82-0089
L96-0019	CP83-0644	LCP82-0089
L96-0020	LCP85-0384	CP74-0383
L96-0021	L89-0163	LCP85-0384
L96-0022	L89-0163	LCP85-0384
L96-0023	CP80-0323	LCP85-0384
L96-0024	CP89-0846	CP77-0310
L96-0025	CP79-0318	LCP85-0384
L96-0026	CP83-0644	LCP82-0089
L96-0027	LCP86-0408	LCP85-0384
L96-0028	CP77-0405	L88-0063
L96-0029	CP65-0357	HoCP85-0845
L96-0030	L89-0163	LCP85-0384
L96-0031	CP65-0357	HoCP85-0845
L96-0032	CP65-0357	HoCP85-0845
L96-0033	CP65-0357	HoCP85-0845
L96-0034	LCP85-0384	CP74-0383
L96-0035	CP65-0357	HoCP85-0845
L96-0036	CP65-0357	LCP81-0030
L96-0037	CP76-0351	CP70-0321
L96-0038	CP79-0318	LCP85-0384
L96-0039	CP79-0318	LCP85-0384
L96-0040	CP65-0357	HoCP85-0845
L96-0041	LCP86-0429	LCP86-0454
L96-0042	L89-0113	LCP85-0384
L96-0043	L89-0113	LCP85-0384
L96-0044	L89-0113	LCP85-0384
L96-0045	CP79-0318	LCP82-0089
L96-0046	L89-0163	LCP85-0384
L96-0047	CP78-0357	LCP85-0384
L96-0048	LCP85-0384	CP74-0383
L96-0049	LCP86-0408	LCP85-0384
L96-0050	CP77-0310	CP80-0323
L96-0051	CP83-0644	LCP82-0089
L96-0052	CP83-0644	LCP82-0089
L96-0053	CP65-0357	LCP81-0030
L96-0054	CP82-0550	LCP85-0336
L96-0055	L89-0113	LCP85-0384
L96-0056	CP83-0644	LCP88-0091
L96-0057	LCP87-0472	CP78-0317
L96-0058	CP78-0357	LCP89-0109
L96-0059	L89-0113	LCP85-0384
L96-0060	LCP81-0010	LCP86-0454
L96-0061	LCP81-0010	LCP81-0030
L96-0062	LCP81-0010	LCP82-0089
L96-0063	LCP85-0384	HoCP85-0845
L96-0064	CP82-0550	LCP85-0336
L96-0065	CP82-0550	LCP85-0336
L96-0066	CP82-0550	LCP85-0336
L96-0067	CP82-0550	LCP85-0336
L96-0068	LCP87-0492	LCP85-0384
L96-0069	CP79-0348	CP75-0308
L96-0070	L89-0113	LCP85-0384
L96-0071	LCP87-0492	LCP85-0384
L96-0072	L89-0118	CP78-0317
L96-0073	LCP86-0429	91P3
L96-0074	CP74-0383	LCP81-0030
L96-0075	CP82-0550	LCP85-0336
L96-0076	LCP85-0384	CP74-0383
L96-0077	L89-0113	LCP85-0384
L96-0078	CP74-0383	LCP81-0030
L96-0079	LCP86-0429	LCP86-0454
L96-0080	LCP85-0384	CP74-0383
L96-0081	L89-0113	LCP85-0384
L96-0082	CP80-0323	LCP85-0384
L96-0083	L89-0113	LCP85-0384
L96-0084	CP82-0550	LCP85-0336
L96-0085	LCP87-0492	LCP85-0384
L96-0086	LCP86-0429	LCP86-0454
L96-0087	LCP85-0384	CP74-0383
L96-0088	CP82-0550	LCP85-0336
L96-0090	CP65-0357	CP83-0644
L96-0091	L88-0075	91P4
L96-0092	LCP81-0010	LCP86-0454
L96-0093	US80-0004	LCP85-0384
L96-0094	LCP81-0010	LCP81-0030
L96-0095	LCP85-0384	CP74-0383
L96-0096	LCP85-0384	CP74-0383
L96-0097	LCP85-0384	CP74-0383
L96-0098	CP80-0323	LCP85-0384
L96-0099	LCP86-0408	LCP85-0384
L96-0100	CP78-0317	LCP86-0454
L97-0101	CP70-0330	CP72-0370
