Parent,Child
LCP81-0010,L04-0417
HoCP92-0648,L04-0418
LCP85-0384,L04-0418
LCP86-0454,L04-0419
LCP85-0384,L04-0419
LCP86-0454,L04-0420
LCP85-0384,L04-0420
HoCP92-0648,L04-0421
US90-0018,L04-0421
L89-0113,L04-0422
HoCP92-0618,L04-0422
L98-0207,L04-0423
LCP81-0010,L04-0423
L94-0432,L04-0424
L98-0209,L04-0424
L94-0432,L04-0425
LCP85-0384,L04-0425
L96-0026,L04-0426
Ho95-0988,L04-0426
HoCP92-0648,L04-0427
LCP85-0384,L04-0427
HoCP92-0648,L04-0428
LCP85-0384,L04-0428
CP89-0889,L04-0429
LCP85-0384,L04-0429
CP83-0644,L04-0430
L96-0040,L04-0430
HoCP94-0806,L04-0431
HoCP97-0621,L04-0431
L98-0207,L04-0432
L94-0432,L04-0432
HoCP92-0624,L04-0433
Ho89-0889,L04-0433
HoCP97-0609,L04-0434
HoCP85-0845,L04-0434
HoCP92-0624,L04-0435
L95-0482,L04-0435
CP83-0644,L04-0436
L96-0063,L04-0436
L97-0128,L04-0437
Ho95-0988,L04-0437
LCP86-0454,L04-0438
LCP85-0384,L04-0438
LCP81-0010,L05-0439
LCP85-0384,L05-0439
L97-0128,L05-0440
L91-0281,L05-0440
HoCP92-0624,L05-0441
LCP85-0384,L05-0441
LCP87-0492,L05-0442
HoCP97-0609,L05-0442
LCP87-0492,L05-0443
L99-0233,L05-0443
HoCP96-0561,L05-0444
L99-0229,L05-0444
L98-0198,L05-0445
HoCP97-0621,L05-0445
L99-0229,L05-0446
LCP85-0384,L05-0446
HoCP96-0561,L05-0447
L99-0233,L05-0447
LCP87-0492,L05-0448
L99-0233,L05-0448
LCP86-0454,L05-0449
LCP85-0384,L05-0449
LCP81-0010,L05-0451
LCP85-0384,L05-0451
L99-0226,L05-0452
L99-0233,L05-0452
LCP85-0384,L05-0453
HoCP96-0540,L05-0453
HoCP92-0624,L05-0455
L98-0197,L05-0455
L99-0233,L05-0456
LCP85-0384,L05-0456
L97-0128,L05-0457
LCP87-0492,L05-0457
HoCP92-0624,L05-0458
HoCP97-0609,L05-0458
L89-0113,L05-0459
LCP85-0384,L05-0459
HoCP92-0624,L05-0460
L91-0255,L05-0460
L99-0233,L05-0461
LCP85-0384,L05-0461
HoCP96-0540,L05-0462
HoCP91-0552,L05-0462
LCP81-0010,L05-0463
L92-0312,L05-0463
CP79-0318,L05-0464
L99-0233,L05-0464
Ho95-0988,L05-0465
L98-0207,L05-0465
CP83-0644,L05-0466
HoCP97-0609,L05-0466
Ho95-0988,L05-0467
L94-0433,L05-0467
L93-0399,L05-0468
HoCP91-0552,L05-0468
Ho95-0988,L05-0469
L98-0209,L05-0469
L94-0428,L05-0470
L91-0281,L05-0470
L94-0428,L05-0471
L91-0281,L05-0471
HoCP92-0624,L05-0472
HoCP96-0522,L05-0472
HoCP95-0951,L05-0473
LCP85-0384,L05-0473
L98-0207,L05-0474
unknown polycross,L05-0474
HoCP92-0618,L06-0001
HoCP96-0540,L06-0001
HoCP92-0618,L06-0002
HoCP96-0540,L06-0002
L97-0128,L06-0003
LCP82-0089,L06-0003
L97-0128,L06-0004
LCP82-0089,L06-0004
L97-0128,L06-0005
LCP82-0089,L06-0005
HoCP92-0624,L06-0006
L98-0207,L06-0006
CP65-0357,L06-0007
L92-0312,L06-0007
HoCP89-0846,L06-0008
TucCP77-0042,L06-0008
Ho95-0988,L06-0009
L98-0207,L06-0009
LCP85-0384,L06-0010
HoCP96-0540,L06-0010
LCP81-0010,L06-0011
LCP85-0384,L06-0011
Ho95-0988,L06-0012
L98-0207,L06-0012
Ho95-0988,L06-0013
HoCP96-0540,L06-0013
HoCP92-0624,L06-0014
L98-0207,L06-0014
HoCP92-0618,L06-0015
HoCP96-0540,L06-0015
CP83-0644,L06-0016
L98-0209,L06-0016
HoCP92-0624,L06-0017
LCP85-0384,L06-0017
HoCP95-0951,L06-0018
HoCP96-0540,L06-0018
Ho95-0988,L06-0019
L89-0113,L06-0019
L98-0209,L06-0020
01P4,L06-0020
LCP81-0010,L06-0021
LCP85-0384,L06-0021
LHo83-0153,L06-0022
L99-0233,L06-0022
LHo83-0153,L06-0023
L99-0233,L06-0023
L97-0128,L06-0024
L99-0233,L06-0024
L91-0281,L06-0025
HoCP96-0561,L06-0025
LCP86-0454,L06-0026
LCP85-0384,L06-0026
L99-0226,L06-0027
01P4,L06-0027
HoCP92-0624,L06-0028
L99-0233,L06-0028
HoCP85-0845,L06-0029
LCP85-0384,L06-0029
L97-0137,L06-0031
L94-0428,L06-0031
HoCP96-0509,L06-0032
LCP85-0384,L06-0032
HoCP92-0624,L06-0033
L94-0428,L06-0033
L99-0226,L06-0034
LCP85-0384,L06-0034
TucCP77-0042,L06-0035
L99-0238,L06-0035
LCP85-0313,L06-0036
HoCP96-0509,L06-0036
LCP86-0454,L06-0037
L99-0233,L06-0037
HoCP92-0624,L06-0038
L99-0233,L06-0038
L99-0226,L06-0039
LCP85-0384,L06-0039
LCP81-0010,L06-0040
LCP85-0384,L06-0040
HoCP96-0509,L07-0041
L98-0207,L07-0041
HoCP96-0509,L07-0042
L98-0207,L07-0042
LCP85-0384,L07-0043
L00-0247,L07-0043
Ho95-0988,L07-0044
L98-0207,L07-0044
HoCP92-0624,L07-0045
HoCP98-0741,L07-0045
L98-0207,L07-0046
L92-0321,L07-0046
HoCP98-0741,L07-0047
LCP85-0384,L07-0047
Ho95-0988,L07-0048
L98-0207,L07-0048
HoCP92-0624,L07-0049
L99-0226,L07-0049
LCP85-0313,L07-0050
L98-0209,L07-0050
Ho95-0988,L07-0051
LCP85-0384,L07-0051
Ho95-0988,L07-0052
LCP85-0384,L07-0052
HoCP92-0624,L07-0053
L00-0266,L07-0053
L01-0315,L07-0054
HoCP98-0741,L07-0054
HoCP00-0905,L07-0055
02P4,L07-0055
Ho95-0988,L07-0056
L98-0207,L07-0056
L01-0315,L07-0057
HoCP98-0741,L07-0057
HoCP96-0509,L07-0058
L98-0207,L07-0058
L98-0207,L07-0059
SPPolycross,L07-0059
L98-0207,L07-0060
02P10,L07-0060
Ho95-0988,L07-0061
LCP85-0384,L07-0061
L93-0363,L07-0062
LCP85-0384,L07-0062
Ho95-0988,L07-0063
LCP85-0384,L07-0063
LCP85-0384,L07-0064
HoCP01-0517,L07-0064
LCP85-0384,L07-0065
02P11,L07-0065
L98-0207,L07-0066
02P10,L07-0066
L91-0281,L07-0067
L99-0226,L07-0067
L98-0207,L07-0068
SPPolycross,L07-0068
Ho95-0988,L07-0069
L00-0266,L07-0069
LCP85-0384,L07-0070
HoCP01-0517,L07-0070
CP83-0644,L07-0071
L99-0233,L07-0071
LCP85-0384,L07-0072
HoCP01-0517,L07-0072
HoCP96-0561,L07-0073
L99-0226,L07-0073
N27,L08-0074
03P22,L08-0074
HoCP85-0845,L08-0075
L98-0207,L08-0075
HoCP92-0648,L08-0076
L99-0233,L08-0076
L01-0283,L08-0077
HoCP91-0552,L08-0077
HoCP01-0561,L08-0078
L03Poly12,L08-0078
HoCP00-0905,L08-0079
L94-0432,L08-0079
HoCP00-0905,L08-0080
L94-0432,L08-0080
N27,L08-0081
03P22,L08-0081
HoCP01-0561,L08-0082
L03Poly12,L08-0082
HoCP00-0930,L08-0083
HoCP91-0552,L08-0083
HoCP92-0624,L08-0084
L02-0323,L08-0084
HoCP91-0552,L08-0085
L99-0226,L08-0085
HoCP00-0950,L08-0086
HoCP96-0540,L08-0086
L02-0341,L08-0087
HoCP91-0552,L08-0087
N27,L08-0088
L03Poly22,L08-0088
unknown,L08-0089
L98-0209,L08-0089
HoCP91-0552,L08-0090
L99-0226,L08-0090
L94-0433,L08-0091
LCP85-0384,L08-0091
N27,L08-0092
Ho95-0988,L08-0092
N27,L08-0093
L03Poly22,L08-0093
HoCP91-0552,L08-0094
L99-0226,L08-0094
HoCP92-0648,L08-0095
L99-0233,L08-0095
LCP81-0010,L09-0096
L98-0207,L09-0096
HoCP01-0523,L09-0097
L02-0316,L09-0097
L01-0283,L09-0098
LCP81-0010,L09-0098
HoCP00-0930,L09-0099
HoCP91-0552,L09-0099
LCP85-0384,L09-0100
04P4,L09-0100
N27,L09-0101
LCP85-0384,L09-0101
L97-0128,L09-0102
L99-0226,L09-0102
LCP85-0384,L09-0103
04P4,L09-0103
HoCP01-0553,L09-0104
L99-0233,L09-0104
HoCP00-0930,L09-0105
L99-0233,L09-0105
HoCP00-0930,L09-0106
L99-0233,L09-0106
HoCP00-0930,L09-0107
L99-0233,L09-0107
HoCP92-0624,L09-0108
L99-0226,L09-0108
L01-0299,L09-0109
HoCP91-0552,L09-0109
LCP81-0010,L09-0110
Ho95-0988,L09-0110
HoCP89-0831,L09-0111
LCP85-0384,L09-0111
HoCP01-0523,L09-0112
L02-0316,L09-0112
CP89-0831,L09-0113
LCP85-0384,L09-0113
CP65-0357,L09-0114
L02-0316,L09-0114
L97-0128,L09-0115
04P10,L09-0115
HoCP00-0930,L09-0116
L00-0266,L09-0116
HoCP01-0517,L09-0117
L98-0207,L09-0117
HoCP01-0517,L09-0118
L98-0207,L09-0118
HoCP97-0609,L09-0119
HoCP92-0618,L09-0119
HoCP92-0624,L09-0120
L99-0226,L09-0120
HoCP01-0517,L09-0121
L98-0207,L09-0121
HoCP92-0624,L09-0122
L99-0233,L09-0122
L99-0233,L09-0123
HoCP85-0845,L09-0123
HoCP95-0951,L09-0124
L02-0325,L09-0124
HoCP92-0624,L09-0125
L98-0207,L09-0125
HoCP00-0930,L09-0126
L00-0266,L09-0126
HoCP92-0624,L09-0127
LCP85-0384,L09-0127
HoCP92-0624,L09-0129
LCP85-0384,L09-0129
L99-0233,L09-0130
HoCP85-0845,L09-0130
L99-0233,L09-0131
HoCP85-0845,L09-0131
HoCP96-0540,L10-0134
L99-0233,L10-0134
L94-0433,L10-0135
05P3,L10-0135
US79-0010,L10-0136
L99-0226,L10-0136
HoCP92-0624,L10-0137
HoCP91-0552,L10-0137
HoCP92-0624,L10-0139
L99-0233,L10-0139
L97-0128,L10-0140
HoCP96-0540,L10-0140
HoCP02-0620,L10-0143
L94-0426,L10-0143
L97-0128,L10-0149
HoCP96-0540,L10-0149
HoCP92-0624,L10-0152
L99-0226,L10-0152
LCP81-0010,L10-0154
LCP85-0384,L10-0154
HoCP02-0618,L10-0155
L99-0233,L10-0155
HoCP92-0648,L10-0157
L99-0233,L10-0157
CP83-0644,L10-0158
L02-0316,L10-0158
US79-0010,L10-0159
HoCP96-0540,L10-0159
HoCP96-0561,L10-0160
L99-0233,L10-0160
HoCP02-0618,L10-0161
L99-0233,L10-0161
L91-0281,L10-0162
HoCP96-0540,L10-0162
L97-0128,L10-0164
HoCP96-0540,L10-0164
N27,L10-0165
HoCP96-0540,L10-0165
N27,L10-0166
HoCP96-0540,L10-0166
HoCP92-0624,L11-0167
HoCP96-0540,L11-0167
L94-0433,L11-0168
HoCP96-0540,L11-0168
HoCP92-0624,L11-0169
L01-0299,L11-0169
HoCP92-0624,L11-0170
LCP85-0384,L11-0170
L94-0433,L11-0171
HoCP96-0540,L11-0171
L99-0233,L11-0172
HoCP96-0540,L11-0172
HoCP95-0951,L11-0173
L04-0410,L11-0173
HoCP92-0624,L11-0174
HoCP96-0540,L11-0174
LCP85-0384,L11-0175
L02-0325,L11-0175
HoCP00-0930,L11-0176
L04-0408,L11-0176
L94-0433,L11-0177
HoCP96-0540,L11-0177
HoCP92-0624,L11-0178
LCP85-0384,L11-0178
L94-0426,L11-0179
L99-0233,L11-0179
HoCP00-0930,L11-0180
L04-0408,L11-0180
L04-0408,L11-0181
L99-0233,L11-0181
L94-0433,L11-0182
HoCP96-0540,L11-0182
HoCP92-0624,L11-0183
LCP85-0384,L11-0183
L02-0316,L11-0184
06P2,L11-0184
L94-0433,L11-0185
HoCP96-0540,L11-0185
HoCP00-0933,L11-0186
L04-0410,L11-0186
HoCP00-0950,L11-0187
HoCP01-0523,L11-0187
HoCP92-0624,L11-0188
LCP85-0384,L11-0188
LCP81-0010,L11-0189
L99-0226,L11-0189
L01-0299,L11-0190
HoCP02-0610,L11-0190
L04-0408,L11-0191
L99-0233,L11-0191
HoCP96-0561,L12-0192
L06-0001,L12-0192
L04-0408,L12-0193
HoCP04-0803,L12-0193
HoCP92-0624,L12-0194
LCP85-0384,L12-0194
CP79-0348,L12-0195
HoCP02-0610,L12-0195
L97-0128,L12-0196
HoCP96-0540,L12-0196
HoCP02-0610,L12-0197
HoCP96-0540,L12-0197
HoCP92-0624,L12-0198
L04-0425,L12-0198
L06-0040,L12-0199
HoCP96-0540,L12-0199
HoCP92-0624,L12-0200
L01-0299,L12-0200
L97-0128,L12-0201
HoCP96-0540,L12-0201
LCP81-0010,L12-0202
HoCP02-0620,L12-0202
LCP81-0010,L12-0203
HoCP00-0950,L12-0203
HoCP96-0540,L12-0204
L02-0325,L12-0204
L05-0457,L12-0205
L99-0226,L12-0205
L06-0040,L12-0206
HoCP96-0540,L12-0206
L97-0128,L12-0207
HoCP96-0540,L12-0207
HoCP92-0624,L12-0208
L01-0299,L12-0208
L05-0457,L12-0209
L04-0425,L12-0209
N27,L12-0210
L99-0226,L12-0210
HoCP05-0902,L12-0211
L99-0226,L12-0211
Ho91-0572,L12-0212
HoCP96-0540,L12-0212
HoCP89-0831,L12-0213
HoCP96-0540,L12-0213
L97-0128,L12-0214
HoCP96-0540,L12-0214
HoCP00-0950,L12-0215
L06-0001,L12-0215
HoCP92-0624,L12-0216
L99-0226,L12-0216
HoCP92-0624,L12-0217
LCP85-0384,L12-0217
Ho95-0988,L12-0219
L99-0233,L12-0219
HoCP89-0831,L12-0220
HoCP96-0540,L12-0220
L05-0457,L12-0221
L99-0233,L12-0221
HoCP95-0951,L12-0222
L01-0299,L12-0222
LCP81-0010,L12-0223
LCP85-0384,L12-0223
L97-0128,L12-0224
HoCP96-0540,L12-0224
HoCP00-0930,L12-0225
L00-0266,L12-0225
L01-0283,L12-0227
L99-0226,L12-0227
HoCP89-0831,L12-0228
LCP85-0384,L12-0228
HoCP89-0831,L12-0229
LCP85-0384,L12-0229
Ho95-0988,L12-0230
HoCP96-0540,L12-0230
L04-0425,L12-0231
L99-0226,L12-0231
HoCP00-0930,L12-0232
L99-0233,L12-0232
L04-0408,L13-0234
HoCP04-0807,L13-0234
CP83-0644,L13-0235
HoCP04-0836,L13-0235
L98-0207,L13-0236
08P1,L13-0236
HoCP92-0624,L13-0237
08P8,L13-0237
LCP81-0010,L13-0238
L04-0410,L13-0238
HoCP92-0624,L13-0239
L99-0233,L13-0239
L98-0207,L13-0240
08P4,L13-0240
HoCP92-0624,L13-0241
HoCP96-0540,L13-0241
HoCP00-0930,L13-0242
L04-0408,L13-0242
L05-0445,L13-0243
L05-0450,L13-0243
N27,L13-0244
L01-0299,L13-0244
HoCP02-0623,L13-0245
HoCP01-0523,L13-0245
HoCP02-0623,L13-0246
HoCP01-0523,L13-0246
HoCP85-0845,L13-0247
08P13,L13-0247
L98-0207,L13-0248
LCP81-0010,L13-0248
N27,L13-0249
LCP85-0384,L13-0249
HoCP02-0623,L13-0250
08P13,L13-0250
HoCP04-0843,L13-0251
HoCP04-0809,L13-0251
L02-0316,L13-0252
08P20,L13-0252
HoCP92-0648,L13-0253
HoCP04-0836,L13-0253
L07-0057,L13-0254
08P22,L13-0254
L07-0057,L13-0255
08P22,L13-0255
L01-0299,L13-0256
08P1,L13-0256
LCP81-0010,L13-0257
08P1,L13-0257
L01-0299,L13-0258
08P1,L13-0258
L07-0059,L13-0259
08P28,L13-0259
L97-0128,L13-0260
08P8,L13-0260
HoCP96-0540,L13-0261
L99-0226,L13-0261
HoCP01-0523,L13-0262
L99-0233,L13-0262
HoCP01-0517,L13-0263
L98-0207,L13-0263
HoCP96-0561,L14-0264
L99-0226,L14-0264
L97-0128,L14-0266
HoCP01-0517,L14-0266
HoCP05-0918,L14-0267
L01-0283,L14-0267
L01-0283,L14-0268
HoCP02-0610,L14-0268
L01-0283,L14-0269
HoCP02-0610,L14-0269
HoCP00-0950,L14-0270
L99-0226,L14-0270
HoCP04-0847,L14-0271
HoCP96-0540,L14-0271
HoCP92-0648,L14-0272
L01-0299,L14-0272
L99-0233,L14-0273
HoCP96-0540,L14-0273
HoCP00-0930,L14-0274
HoCP96-0540,L14-0274
HoCP92-0648,L14-0276
L01-0299,L14-0276
HoCP00-0950,L14-0277
09P25,L14-0277
L01-0299,L14-0278
09P7,L14-0278
L01-0283,L14-0279
L99-0233,L14-0279
Ho05-0961,L14-0280
HoCP85-0845,L14-0280
HoCP04-0838,L14-0281
L01-0283,L14-0281
L01-0283,L14-0284
09P26,L14-0284
Ho05-0961,L14-0285
HoCP85-0845,L14-0285
HoCP04-0838,L14-0286
L01-0283,L14-0286
HoCP00-0950,L14-0287
L01-0283,L14-0287
HoCP04-0838,L14-0288
L01-0283,L14-0288
L05-0448,L14-0289
L01-0283,L14-0289
L01-0283,L14-0290
09P26,L14-0290
Ho06-0523,L14-0291
L99-0233,L14-0291
L01-0283,L14-0292
L99-0233,L14-0292
L99-0233,L14-0293
L99-0226,L14-0293
L01-0283,L14-0294
L99-0233,L14-0294
CP83-0644,L14-0295
L99-0226,L14-0295
Ho07-0613,L14-0296
L99-0226,L14-0296
L01-0283,L14-0297
09P26,L14-0297
HoCP04-0810,L15-0298
Tuc95-0025,L15-0298
HoCP04-0810,L15-0300
Tuc95-0025,L15-0300
HoCP92-0618,L15-0301
L01-0299,L15-0301
L99-0233,L15-0302
L99-0226,L15-0302
L01-0299,L15-0303
09P7,L15-0303
L01-0283,L15-0304
L99-0233,L15-0304
HoCP02-0620,L15-0305
L99-0226,L15-0305
CP83-0644,L15-0306
L01-0283,L15-0306
L05-0457,L15-0307
L01-0283,L15-0307
HoCP92-0624,L15-0308
L01-0283,L15-0308
HoCP92-0624,L15-0309
LCP85-0384,L15-0309
HoCP92-0624,L15-0310
L01-0283,L15-0310
L05-0457,L15-0311
L01-0283,L15-0311
HoCP92-0624,L15-0313
L01-0283,L15-0313
L05-0457,L15-0314
L01-0283,L15-0314
HoCP92-0624,L15-0315
L07-0057,L15-0315
HoCP92-0624,L15-0316
L07-0057,L15-0316
N27,L15-0319
10P7,L15-0319
L94-0432,L15-0322
10P28,L15-0322
L05-0457,L15-0323
L01-0283,L15-0323
L98-0209,L15-0324
L99-0226,L15-0324
HoCP92-0624,L15-0325
L09-0106,L15-0325
CP83-0644,L15-0326
L01-0283,L15-0326
HoCP92-0624,L15-0327
L01-0283,L15-0327
L94-0432,L15-0328
10P28,L15-0328
HoCP91-0552,L15-0329
10P14,L15-0329
L05-0457,L15-0332
L01-0283,L15-0332
HoCP92-0624,L15-0333
L01-0283,L15-0333
HoCP92-0624,L15-0334
L99-0233,L15-0334
HoCP92-0618,L15-0335
10P12,L15-0335
HoCP00-0950,L15-0336
L01-0299,L15-0336
L05-0457,L15-0337
L01-0283,L15-0337
L94-0432,L15-0338
10P28,L15-0338
L94-0432,L15-0339
10P28,L15-0339
L01-0283,L15-0340
L99-0233,L15-0340
L94-0432,L15-0341
10P28,L15-0341
L05-0457,L15-0342
L01-0283,L15-0342
L05-0457,L15-0343
L01-0283,L15-0343
HoCP92-0624,L15-0344
L01-0283,L15-0344
L01-0299,L15-0345
09P4,L15-0345
L94-0426,L15-0346
L06-0001,L15-0346
HoCP00-0950,L15-0347
L01-0299,L15-0347
HoCP02-0623,L16-0349
L06-0001,L16-0349
L99-0233,L16-0350
11P2,L16-0350
LCP85-0384,L16-0352
11P22,L16-0352
HoCP08-0726,L16-0354
L99-0233,L16-0354
LCP81-0010,L16-0355
L99-0226,L16-0355
HoCP04-0847,L16-0359
11P19,L16-0359
HoCP01-0517,L16-0361
11P22,L16-0361
HoCP97-0609,L16-0362
11P15,L16-0362
L01-0299,L16-0363
11P26,L16-0363
HoCP04-0838,L16-0364
L07-0057,L16-0364
L09-0121,L16-0365
L99-0226,L16-0365
HoCP02-0618,L16-0366
11P22,L16-0366
Ho06-0563,L16-0367
11P28,L16-0367
HoCP04-0838,L16-0368
L08-0090,L16-0368
L09-0099,L16-0369
L10-0163,L16-0369
L07-0057,L16-0373
11P20,L16-0373
Ho95-0988,L16-0374
L09-0125,L16-0374
HoCP97-0609,L16-0376
11P10,L16-0376
unknown,L16-0378
unknown,L16-0378
HoCP00-0930,L16-0379
L99-0226,L16-0379
L08-0090,L16-0381
11P2,L16-0381
HoCP01-0523,L16-0382
HoCP96-0540,L16-0382
HoCP04-0838,L16-0385
L08-0090,L16-0385
HoCP00-0930,L16-0386
L10-0147,L16-0386
HoCP04-0838,L16-0387
L08-0090,L16-0387
Ho09-0827,L16-0388
L07-0057,L16-0388
HoCP04-0838,L16-0389
11P18,L16-0389
L01-0299,L16-0390
11P27,L16-0390
L09-0099,L16-0391
L10-0163,L16-0391
L09-0099,L16-0392
L10-0163,L16-0392
HoCP85-0845,L17-0392
L06-0001,L17-0392
HoCP04-0838,L17-0393
L10-0147,L17-0393
L10-0156,L17-0395
L99-0226,L17-0395
L09-0099,L17-0396
HoCP96-0540,L17-0396
HoCP91-0552,L17-0397
L01-0283,L17-0397
L09-0131,L17-0398
HoCP96-0540,L17-0398
L10-0156,L17-0399
L99-0226,L17-0399
L05-0457,L17-0400
L01-0299,L17-0400
HoCP00-0950,L17-0401
HoCP04-0838,L17-0401
HoCP92-0624,L17-0403
L07-0057,L17-0403
unknown,L17-0404
unknown,L17-0404
L09-0131,L17-0405
12P12,L17-0405
HoCP97-0609,L17-0406
12P6,L17-0406
N27,L17-0407
L99-0226,L17-0407
L09-0099,L17-0409
L06-0001,L17-0409
HoCP92-0624,L17-0410
L11-0172,L17-0410
L09-0131,L17-0411
HoCP96-0540,L17-0411
L05-0457,L17-0413
L99-0233,L17-0413
LCP85-0384,L17-0414
L99-0233,L17-0414
HoCP97-0609,L17-0415
12P6,L17-0415
L10-0156,L17-0416
L99-0226,L17-0416
CP83-0644,L17-0417
L06-0001,L17-0417
L11-0183,L17-0418
L06-0001,L17-0418
HoCP92-0624,L17-0419
L99-0233,L17-0419
HoCP09-0814,L17-0420
12P17,L17-0420
HoCP92-0624,L17-0421
HoCP04-0847,L17-0421
CP83-0644,L17-0422
HoCP04-0838,L17-0422
L10-0138,L17-0423
12P1,L17-0423
HoCP01-0517,L17-0424
L06-0001,L17-0424
HoCP92-0624,L17-0425
L99-0233,L17-0425
L10-0156,L17-0426
L99-0226,L17-0426
Ho08-0717,L17-0428
L06-0001,L17-0428
HoCP01-0517,L17-0429
L06-0001,L17-0429
HoCP97-0609,L17-0430
12P6,L17-0430
HoCP01-0517,L17-0431
L06-0001,L17-0431
HoCP92-0624,L17-0432
HoCP96-0540,L17-0432
HoCP04-0838,L17-0433
HoCP01-0523,L17-0433
N27,L17-0435
L06-0001,L17-0435
HoCP09-0814,L17-0436
12P17,L17-0436
HoCP92-0624,L17-0437
HoCP04-0847,L17-0437
HoCP02-0623,L18-0438
Ho06-0562,L18-0438
Ho06-0563,L18-0439
HoCP96-0540,L18-0439
HoCP92-0624,L18-0440
HoCP06-0523,L18-0440
HoCP02-0610,L18-0441
Ho06-0562,L18-0441
CP83-0644,L18-0442
LCP85-0384,L18-0442
HoCP02-0623,L18-0443
HoCP01-0517,L18-0443
L98-0207,L18-0444
HoCP01-0517,L18-0444
HoCP96-0561,L18-0445
L94-0426,L18-0445
Ho10-0937,L18-0446
13P10,L18-0446
HoCP96-0540,L18-0447
L99-0233,L18-0447
LCP81-0010,L18-0448
Ho07-0613,L18-0448
HoCP92-0624,L18-0449
HoCP06-0523,L18-0449
L12-0197,L18-0450
L08-0090,L18-0450
CP83-0644,L18-0451
LCP85-0384,L18-0451
CP83-0644,L18-0452
L08-0093,L18-0452
HoCP91-0552,L18-0453
HoCP04-0838,L18-0453
Ho10-0937,L18-0455
13P10,L18-0455
HoCP96-0540,L18-0456
13P12,L18-0456
HoCP02-0610,L18-0457
Ho06-0562,L18-0457
LCP81-0010,L18-0458
Ho06-0523,L18-0458
LCP81-0010,L18-0459
L10-0132,L18-0459
LCP86-0454,L18-0460
L06-0001,L18-0460
LCP81-0010,L18-0461
Ho06-0523,L18-0461
HoCP01-0517,L18-0462
L99-0226,L18-0462
LCP86-0454,L18-0463
L06-0001,L18-0463
L05-0457,L18-0464
L99-0226,L18-0464
LCP81-0010,L18-0465
L09-0125,L18-0465
LCP81-0010,L18-0466
Ho06-0523,L18-0466
HoCP92-0624,L18-0467
L06-0001,L18-0467
HoCP96-0540,L18-0468
L99-0233,L18-0468
LCP81-0010,L18-0469
L06-0038,L18-0469
HoCP96-0540,L18-0470
L99-0233,L18-0470
HoCP01-0517,L18-0471
13P12,L18-0471
Ho10-0937,L18-0472
13P10,L18-0472
Ho05-0961,L18-0473
HoCP96-0540,L18-0473
HoCP96-0540,L18-0474
13P12,L18-0474
HoCP92-0624,L18-0475
L99-0233,L18-0475
HoCP92-0624,L18-0476
L06-0001,L18-0476
Ho06-0563,L18-0477
L06-0001,L18-0477
HoCP11-0544,L18-0478
13P3,L18-0478
HoCP96-0540,L18-0479
13P12,L18-0479
HoCP92-0624,L19-0001
L06-0001,L19-0001
HoCP02-0618,L19-0002
L99-0233,L19-0002
HoCP92-0624,L19-0003
LCP85-0384,L19-0003
Ho09-0840,L19-0004
HoCP11-0542,L19-0004
HoCP92-0624,L19-0005
L06-0001,L19-0005
HoCP92-0624,L19-0006
L04-0425,L19-0006
L94-0428,L19-0007
11P11,L19-0007
HoCP00-0950,L19-0008
L06-0001,L19-0008
L09-0123,L19-0009
HoCP96-0540,L19-0009
L05-0457,L19-0010
L99-0226,L19-0010
L09-0112,L19-0011
L09-0112,L19-0011
L09-0123,L19-0012
HoCP96-0540,L19-0012
HoCP85-0845,L19-0013
L06-0001,L19-0013
Ho09-9402,L19-0014
L11-0191,L19-0014
HoCP92-0624,L19-0015
L04-0425,L19-0015
HoCP00-0950,L19-0016
L06-0001,L19-0016
L13-0254,L19-0017
HoCP96-0540,L19-0017
HoCP00-0930,L19-0018
11P24,L19-0018
L05-0457,L19-0019
L99-0226,L19-0019
HoCP92-0624,L19-0020
L99-0233,L19-0020
HoCP92-0624,L19-0021
L99-0233,L19-0021
HoCP00-0930,L19-0022
11P24,L19-0022
HoCP92-0618,L19-0023
HoCP04-0838,L19-0023
HoCP00-0930,L19-0024
11P24,L19-0024
HoCP91-0552,L19-0025
L99-0226,L19-0025
HoCP85-0845,L19-0480
L06-0001,L19-0480
L11-0172,L19-0481
L11-0187,L19-0481
L13-0251,L19-0482
HoCP92-0624,L19-0482
Ho09-9402,L19-0483
L11-0191,L19-0483
Ho11-0556,L19-0484
HoCP04-0838,L19-0484
Ho09-0840,L19-0485
L06-0001,L19-0485
L11-0172,L19-0486
L11-0187,L19-0486
HoCP85-0845,L19-0487
L06-0001,L19-0487
L11-0172,L19-0488
L11-0187,L19-0488
LCP85-0384,L19-0489
14P2,L19-0489
HoCP92-0624,L19-0490
HoCP96-0540,L19-0490
HoCP92-0624,L19-0491
L13-0248,L19-0491
L12-0201,L19-0492
HoCP01-0517,L19-0492
Ho09-9402,L19-0493
L11-0191,L19-0493
Ho09-0840,L19-0494
L06-0001,L19-0494
HoCP92-0624,L19-0495
LCP85-0384,L19-0495
HoCP92-0624,L19-0496
L06-0001,L19-0496
L13-0251,L19-0497
HoCP92-0624,L19-0497
HoCP92-0624,L19-0498
L06-0001,L19-0498
HoL08-0723,L19-0499
11P27,L19-0499
HoCP85-0845,L20-0026
15P6,L20-0026
Ho11-0515,L20-0027
L99-0226,L20-0027
L99-0233,L20-0028
HoCP96-0540,L20-0028
L07-0057,L20-0029
15P1,L20-0029
L99-0233,L20-0030
HoCP96-0540,L20-0030
HoCP00-0950,L20-0031
